Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID		SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1037_GEN_USER56	Ahn	Corrinne	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1965-11-26	1037	ET10	1037NE155	1037NE138	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91100	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER56	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4710	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4456	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG942	abcd	Y	Y	E	2014-12-04	0198	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER57	Ahne	Cortez	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1965-11-27	1037	ET10	1037NE156	1037NE139	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91101	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER57	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4714	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4457	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG943	abcd	Y	Y	E	2014-12-04	0199	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER58	Ahnell	Cortney	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1965-11-28	1037	ET10	1037NE157	1037NE140	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91102	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER58	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	9611	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4458	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG944	abcd	Y	Y	E	2014-12-04	0200	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER59	Ahner	Cory	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1965-11-29	1037	ET10	1037NE158	1037NE141	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91103	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER59	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4314	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4459	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG945	abcd	Y	Y	E	2014-12-04	0201	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER60	Aho	Cory	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1965-11-30	1037	ET10	1037NE159	1037NE142	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91104	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER60	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	4614	CPMO	Ada County			02	OPTED_IN	EV115	role14	incentiveId_ROLE14	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4460	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG946	abcd	Y	Y	E	2014-12-04	0202	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER61	Aholt	Courtney	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-01	1037	ET10	1037NE160	1037NE160	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91105	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER61	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	1	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4461	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG947	abcd	Y	Y	E	2014-12-04	0203	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER62	Ahonen	Courtney	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-10-02	1037	ET10	1037NE161	1037NE161	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91106	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER62	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	3	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4462	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG948	abcd	Y	Y	E	2014-12-04	0204	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER63	Ahr	Coy	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-03	1037	ET10	1037NE162	1037NE162	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91107	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER63	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2110	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4463	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG949	abcd	Y	Y	E	2014-12-04	0205	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER64	Ahrendes	Craig	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-10-04	1037	ET10	1037NE163	1037NE163	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91108	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER64	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2160	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4464	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG950	abcd	Y	Y	E	2014-12-04	0206	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER65	Ahrends	Creola	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-05	1037	ET10	1037NE164	1037NE160	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91109	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER65	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	1	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4465	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG951	abcd	Y	Y	E	2014-12-04	0207	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER66	Ahrendt	Cris	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-10-06	1037	ET10	1037NE165	1037NE161	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91110	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER66	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	3	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4466	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG952	abcd	Y	Y	E	2014-12-04	0208	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER67	Ahrenholtz	Criselda	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-07	1037	ET10	1037NE166	1037NE162	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91111	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER67	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2110	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4467	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG953	abcd	Y	Y	E	2014-12-04	0209	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER68	Ahrenholz	Crissy	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-10-08	1037	ET10	1037NE167	1037NE163	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91112	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER68	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2160	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4468	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG954	abcd	Y	Y	E	2014-12-04	0210	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER69	Ahrens	Crista	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-09	1037	ET10	1037NE168	1037NE168	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91113	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER69	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2114	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4469	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG955	abcd	Y	Y	E	2014-12-04	0211	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER70	Ahrenstorff	Cristal	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-10-10	1037	ET10	1037NE169	1037NE169	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91114	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER70	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2116	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4470	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG956	abcd	Y	Y	E	2014-12-04	0212	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER71	Ahrent	Cristen	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-11	1037	ET10	1037NE170	1037NE170	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91115	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER71	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2164	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4471	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG957	abcd	Y	Y	E	2014-12-04	0213	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER72	Ahrns	Cristi	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-10-12	1037	ET10	1037NE171	1037NE171	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91116	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER72	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2166	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4472	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG958	abcd	Y	Y	E	2014-12-04	0214	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER73	Ahsan	Cristie	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-13	1037	ET10	1037NE172	1037NE168	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91117	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER73	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2114	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4473	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG959	abcd	Y	Y	E	2014-12-04	0215	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER74	Ahsing	Cristin	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-10-14	1037	ET10	1037NE173	1037NE169	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91118	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER74	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2116	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4474	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG960	abcd	Y	Y	E	2014-12-04	0216	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER75	Ahuja	Cristina	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-15	1037	ET10	1037NE174	1037NE170	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91119	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER75	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2164	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4475	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG961	abcd	Y	Y	E	2014-12-04	0217	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER76	Ahumada	Cristine	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-10-16	1037	ET10	1037NE175	1037NE171	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91120	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER76	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2166	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4476	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG962	abcd	Y	Y	E	2014-12-04	0218	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER77	Ahuna	Cristobal	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-17	1037	ET10	1037NE176	1037NE176	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91121	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER77	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2510	CPMO	Ada County			01	OPTED_IN	EV115	role19	incentiveId_ROLE19	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4477	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG963	abcd	Y	Y	E	2014-12-04	0219	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER78	Ahyet	Cristopher	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-10-18	1037	ET10	1037NE177	1037NE176	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91122	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER78	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2510	CPMO	Ada County			02	OPTED_IN	EV115	role20	incentiveId_ROLE20	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4478	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG964	abcd	Y	Y	E	2014-12-04	0220	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER79	Ahyou	Cristy	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	M	1985-10-19	1037	ET10	1037NE178	1037NE178	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91123	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER79	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2514	CPMO	Ada County			01	OPTED_IN	EV115	role21	incentiveId_ROLE21	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4479	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG965	abcd	Y	Y	E	2014-12-04	0221	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER80	Aiava	Cruz	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	M	1985-10-20	1037	ET10	1037NE179	1037NE179	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91124	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER80	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2516	CPMO	Ada County			01	OPTED_IN	EV115	role21	incentiveId_ROLE21	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4480	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG966	abcd	Y	Y	E	2014-12-04	0222	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER81	Aichele	Cruz	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-21	1037	ET10	1037NE180	1037NE178	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91125	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER81	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2514	CPMO	Ada County			02	OPTED_IN	EV115	role22	incentiveId_ROLE22	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4481	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG967	abcd	Y	Y	E	2014-12-04	0223	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER82	Aicklen	Crysta	#93455	OLD SHORE ROAD 1	arizona	AZ	OTHER	85001	en_US	F	1985-10-22	1037	ET10	1037NE181	1037NE179	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91126	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER82	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2516	CPMO	Ada County			02	OPTED_IN	EV115	role22	incentiveId_ROLE22	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4482	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG968	abcd	Y	Y	E	2014-12-04	0224	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_GEN_USER83	Aid	Crystal	#93455	OLD SHORE ROAD 1	arizona	NJ	OTHER	85001	en_US	F	1985-10-23	1037	ET10	1037NE182	1037NE182	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	RR567				DG91127	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	SM194	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	TEST_1037_GEN_USER83	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2210	CPMO	Ada County			01	OPTED_IN	EV115	role23	incentiveId_ROLE23	1	1970-07-31	PPO	Y	LUCK	LAN	4233	4483	101	Y										2014-11-04	2014-11-04	abcd	FJUT	1037NG969	abcd	Y	Y	E	2014-12-04	0225	CHRA1RNCHILD1Y	FTE	You Only
