Upin	FN	LN	A1	A2	C	S	PreferredAddressCategory	Z	Language	Gender	DOB	ClientCode	Ethnicity	Memberid	SubscriberID	RelationShipCode	SubscriberClientMemberID	MobileNumber	emailid_work	emailid_home	PortalUserName	PortalPassword	Fb	Twitter	Acctid	GroupNumber	SectionNumber	CoverageCode	coveragebegindate	coverageEnddate	OptinPreference	DeliveryChannel	ResponseStatus	JobStatus	JobCode	HireDate	LocationCode	FIPS	CensusTrack	CensusBlock	DeviceName	SubscriptionType	RelationShip	ResponseType	RelatedUpin	ExpectNotifMsgdate	SendingAddress	MessageType	e_ProgramLogo	ReminderURL	ReplyToEmail	SenderName	PackageCode	RxPlanCode	Insuranceplancode	DescriptorCode	County	longitude	latitude	RelationShipCode	opt_out_status	CorpCD	role	IncentiveId	prescription_drug_plan	benefit_begin_date	medical_plan_type	minor_dependent_flag	district	division	store_code	region_code	department_code	healthy_living_credit_election	orange_life_questionaire_status	tobacco_free_status	screening_status	completed_one_checklist_item	completed_two_checklist_item	completed_three_checklist_item	completed_four_checklist_item	completed_five_checklist_item	completed_six_checklist_item	mail_begin_date	email_begin_date	work_state	occ	healthy_living_credit_id	business_unit	texting_consent	benefit_summary_consent	overall_electronic_consent	mobile_begin_date	four_digit_ID	Legacy_RoleID	MemberStatus	CoverageLevel
TEST_1037_BIM_USER158	Leeanne	Berkovitz	#93512	OLD SHORE ROAD 58	arizona	AZ	OTHER	85001	en_US	F	1991-11-27	1037	ET10	1037FE158	1037FE158	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT557				LG91057	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW268	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	3	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	3	1970-07-31	PPO	Y	LUCK	LAN	3158	3166	390											2014-11-04	2014-11-04	abcd	FJUT	1037YH158	abcd	Y	Y	E	2014-12-04	1758	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER159	Leena	Berkowitz	#93513	OLD SHORE ROAD 59	arizona	AZ	OTHER	85001	en_US	M	1991-11-28	1037	ET10	1037FE159	1037FE159	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT558				LG91058	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW269	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2110	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	2110	1970-07-31	PPO	Y	LUCK	LAN	3159	3167	391											2014-11-04	2014-11-04	abcd	FJUT	1037YH159	abcd	Y	Y	E	2014-12-04	1759	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER160	Leesa	Berks	#93514	OLD SHORE ROAD 60	arizona	AZ	OTHER	85001	en_US	F	1991-11-29	1037	ET10	1037FE160	1037FE160	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT559				LG91059	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW270	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2160	CPMO	Ada County			01	OPTED_IN	EV115	role15	incentiveId_ROLE15	2160	1970-07-31	PPO	Y	LUCK	LAN	3160	3168	392											2014-11-04	2014-11-04	abcd	FJUT	1037YH160	abcd	Y	Y	E	2014-12-04	1760	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER161	Leia	Berkshire	#93515	OLD SHORE ROAD 61	arizona	AZ	OTHER	85001	en_US	M	1991-11-30	1037	ET10	1037FE161	1037FE157	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT560				LG91060	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW271	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	1	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	1	1970-07-31	PPO	Y	LUCK	LAN	3161	3169	393											2014-11-04	2014-11-04	abcd	FJUT	1037YH161	abcd	Y	Y	E	2014-12-04	1761	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER162	Leida	Berkson	#93516	OLD SHORE ROAD 62	arizona	AZ	OTHER	85001	en_US	F	1991-12-01	1037	ET10	1037FE162	1037FE158	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT561				LG91061	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW272	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	3	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	3	1970-07-31	PPO	Y	LUCK	LAN	3162	3170	394											2014-11-04	2014-11-04	abcd	FJUT	1037YH162	abcd	Y	Y	E	2014-12-04	1762	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER163	Leif	Berkstresser	#93517	OLD SHORE ROAD 63	arizona	AZ	OTHER	85001	en_US	M	1991-12-02	1037	ET10	1037FE163	1037FE159	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT562				LG91062	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW273	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2110	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	2110	1970-07-31	PPO	Y	LUCK	LAN	3163	3171	395											2014-11-04	2014-11-04	abcd	FJUT	1037YH163	abcd	Y	Y	E	2014-12-04	1763	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER164	Leigh	Berky	#93518	OLD SHORE ROAD 64	arizona	AZ	OTHER	85001	en_US	F	1991-12-03	1037	ET10	1037FE164	1037FE160	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT563				LG91063	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW274	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2160	CPMO	Ada County			02	OPTED_IN	EV115	role16	incentiveId_ROLE16	2160	1970-07-31	PPO	Y	LUCK	LAN	3164	3172	396											2014-11-04	2014-11-04	abcd	FJUT	1037YH164	abcd	Y	Y	E	2014-12-04	1764	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER165	Leigh	Berl	#93519	OLD SHORE ROAD 65	arizona	AZ	OTHER	85001	en_US	M	1991-12-04	1037	ET10	1037FE165	1037FE165	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT564				LG91064	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW275	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2114	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	2114	1970-07-31	PPO	Y	LUCK	LAN	3165	3173	397											2014-11-04	2014-11-04	abcd	FJUT	1037YH165	abcd	Y	Y	E	2014-12-04	1765	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER166	Leigha	Berlacher	#93520	OLD SHORE ROAD 66	arizona	AZ	OTHER	85001	en_US	F	1991-12-05	1037	ET10	1037FE166	1037FE166	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT565				LG91065	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW276	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2116	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	2116	1970-07-31	PPO	Y	LUCK	LAN	3166	3174	398											2014-11-04	2014-11-04	abcd	FJUT	1037YH166	abcd	Y	Y	E	2014-12-04	1766	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER167	Leighann	Berland	#93521	OLD SHORE ROAD 67	arizona	AZ	OTHER	85001	en_US	M	1991-12-06	1037	ET10	1037FE167	1037FE167	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT566				LG91066	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW277	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2164	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	2164	1970-07-31	PPO	Y	LUCK	LAN	3167	3175	399											2014-11-04	2014-11-04	abcd	FJUT	1037YH167	abcd	Y	Y	E	2014-12-04	1767	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER168	Leila	Berlandy	#93522	OLD SHORE ROAD 68	arizona	AZ	OTHER	85001	en_US	F	1991-12-07	1037	ET10	1037FE168	1037FE168	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT567				LG91067	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW278	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2166	CPMO	Ada County			01	OPTED_IN	EV115	role17	incentiveId_ROLE17	2166	1970-07-31	PPO	Y	LUCK	LAN	3168	3176	400											2014-11-04	2014-11-04	abcd	FJUT	1037YH168	abcd	Y	Y	E	2014-12-04	1768	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER169	Leilani	Berlanga	#93523	OLD SHORE ROAD 69	arizona	AZ	OTHER	85001	en_US	M	1991-12-08	1037	ET10	1037FE169	1037FE165	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT568				LG91068	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW279	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2114	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	2114	1970-07-31	PPO	Y	LUCK	LAN	3169	3177	401											2014-11-04	2014-11-04	abcd	FJUT	1037YH169	abcd	Y	Y	E	2014-12-04	1769	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER170	Leisa	Berley	#93524	OLD SHORE ROAD 70	arizona	AZ	OTHER	85001	en_US	F	1991-12-09	1037	ET10	1037FE170	1037FE166	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT569				LG91069	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW280	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2116	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	2116	1970-07-31	PPO	Y	LUCK	LAN	3170	3178	402											2014-11-04	2014-11-04	abcd	FJUT	1037YH170	abcd	Y	Y	E	2014-12-04	1770	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER171	Leisha	Berliew	#93525	OLD SHORE ROAD 71	arizona	AZ	OTHER	85001	en_US	M	1991-12-10	1037	ET10	1037FE171	1037FE167	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT570				LG91070	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW281	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2164	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	2164	1970-07-31	PPO	Y	LUCK	LAN	3171	3179	403											2014-11-04	2014-11-04	abcd	FJUT	1037YH171	abcd	Y	Y	E	2014-12-04	1771	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER172	Lekisha	Berlin	#93526	OLD SHORE ROAD 72	arizona	AZ	OTHER	85001	en_US	F	1991-12-11	1037	ET10	1037FE172	1037FE168	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT571				LG91071	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW282	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2166	CPMO	Ada County			02	OPTED_IN	EV115	role18	incentiveId_ROLE18	2166	1970-07-31	PPO	Y	LUCK	LAN	3172	3180	404											2014-11-04	2014-11-04	abcd	FJUT	1037YH172	abcd	Y	Y	E	2014-12-04	1772	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER173	Lela	Berliner	#93527	OLD SHORE ROAD 73	arizona	AZ	OTHER	85001	en_US	M	1991-12-12	1037	ET10	1037FE173	1037FE173	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT572				LG91072	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW283	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2510	CPMO	Ada County			01	OPTED_IN	EV115	role19	incentiveId_ROLE19	2510	1970-07-31	PPO	Y	LUCK	LAN	3173	3181	405											2014-11-04	2014-11-04	abcd	FJUT	1037YH173	abcd	Y	Y	E	2014-12-04	1773	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER174	Lelah	Berling	#93528	OLD SHORE ROAD 74	arizona	AZ	OTHER	85001	en_US	F	1991-12-13	1037	ET10	1037FE174	1037FE173	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT573				LG91073	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW284	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2510	CPMO	Ada County			02	OPTED_IN	EV115	role20	incentiveId_ROLE20	2510	1970-07-31	PPO	Y	LUCK	LAN	3174	3182	406											2014-11-04	2014-11-04	abcd	FJUT	1037YH174	abcd	Y	Y	E	2014-12-04	1774	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER175	Leland	Berlinger	#93529	OLD SHORE ROAD 75	arizona	AZ	OTHER	85001	en_US	M	1991-12-14	1037	ET10	1037FE175	1037FE175	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT574				LG91074	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW285	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2514	CPMO	Ada County			01	OPTED_IN	EV115	role21	incentiveId_ROLE21	2514	1970-07-31	PPO	Y	LUCK	LAN	3175	3183	407											2014-11-04	2014-11-04	abcd	FJUT	1037YH175	abcd	Y	Y	E	2014-12-04	1775	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER176	Lelia	Berlingeri	#93530	OLD SHORE ROAD 76	arizona	AZ	OTHER	85001	en_US	F	1991-12-15	1037	ET10	1037FE176	1037FE176	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT575				LG91075	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW286	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2516	CPMO	Ada County			01	OPTED_IN	EV115	role21	incentiveId_ROLE21	2516	1970-07-31	PPO	Y	LUCK	LAN	3176	3184	408											2014-11-04	2014-11-04	abcd	FJUT	1037YH176	abcd	Y	Y	E	2014-12-04	1776	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER177	Lemuel	Berlinghof	#93531	OLD SHORE ROAD 77	arizona	AZ	OTHER	85001	en_US	M	1991-12-16	1037	ET10	1037FE177	1037FE175	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT576				LG91076	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW287	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2514	CPMO	Ada County			02	OPTED_IN	EV115	role22	incentiveId_ROLE22	2514	1970-07-31	PPO	Y	LUCK	LAN	3177	3185	409											2014-11-04	2014-11-04	abcd	FJUT	1037YH177	abcd	Y	Y	E	2014-12-04	1777	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER178	Len	Berlingo	#93532	OLD SHORE ROAD 78	arizona	AZ	OTHER	85001	en_US	F	1991-12-17	1037	ET10	1037FE178	1037FE176	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT577				LG91077	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW288	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2516	CPMO	Ada County			02	OPTED_IN	EV115	role22	incentiveId_ROLE22	2516	1970-07-31	PPO	Y	LUCK	LAN	3178	3186	410											2014-11-04	2014-11-04	abcd	FJUT	1037YH178	abcd	Y	Y	E	2014-12-04	1778	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER179	Lena	Berlinski	#93533	OLD SHORE ROAD 79	arizona	AZ	OTHER	85001	en_US	M	1991-12-18	1037	ET10	1037FE179	1037FE179	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT578				LG91078	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW289	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2210	CPMO	Ada County			01	OPTED_IN	EV115	role23	incentiveId_ROLE23	2210	1970-07-31	PPO	Y	LUCK	LAN	3179	3187	411											2014-11-04	2014-11-04	abcd	FJUT	1037YH179	abcd	Y	Y	E	2014-12-04	1779	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER180	Lenard	Berlo	#93534	OLD SHORE ROAD 80	arizona	AZ	OTHER	85001	en_US	F	1991-12-19	1037	ET10	1037FE180	1037FE179	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT579				LG91079	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW290	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2210	CPMO	Ada County			02	OPTED_IN	EV115	role24	incentiveId_ROLE24	2210	1970-07-31	PPO	Y	LUCK	LAN	3180	3188	412											2014-11-04	2014-11-04	abcd	FJUT	1037YH180	abcd	Y	Y	E	2014-12-04	1780	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER181	Lenita	Berlove	#93535	OLD SHORE ROAD 81	arizona	AZ	OTHER	85001	en_US	M	1991-12-20	1037	ET10	1037FE181	1037FE181	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT580				LG91080	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW291	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2214	CPMO	Ada County			01	OPTED_IN	EV115	role25	incentiveId_ROLE25	2214	1970-07-31	PPO	Y	LUCK	LAN	3181	3189	413											2014-11-04	2014-11-04	abcd	FJUT	1037YH181	abcd	Y	Y	E	2014-12-04	1781	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER182	Lenna	Berman	#93536	OLD SHORE ROAD 82	arizona	AZ	OTHER	85001	en_US	F	1991-12-21	1037	ET10	1037FE182	1037FE182	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT581				LG91081	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW292	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2216	CPMO	Ada County			01	OPTED_IN	EV115	role25	incentiveId_ROLE25	2216	1970-07-31	PPO	Y	LUCK	LAN	3182	3190	414											2014-11-04	2014-11-04	abcd	FJUT	1037YH182	abcd	Y	Y	E	2014-12-04	1782	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER183	Lennie	Bermea	#93537	OLD SHORE ROAD 83	arizona	AZ	OTHER	85001	en_US	M	1991-12-22	1037	ET10	1037FE183	1037FE181	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT582				LG91082	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW293	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2214	CPMO	Ada County			02	OPTED_IN	EV115	role26	incentiveId_ROLE26	2214	1970-07-31	PPO	Y	LUCK	LAN	3183	3191	415											2014-11-04	2014-11-04	abcd	FJUT	1037YH183	abcd	Y	Y	E	2014-12-04	1783	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER184	Lenny	Bermejo	#93538	OLD SHORE ROAD 84	arizona	AZ	OTHER	85001	en_US	F	1991-12-23	1037	ET10	1037FE184	1037FE182	02	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT583				LG91083	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW294	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2216	CPMO	Ada County			02	OPTED_IN	EV115	role26	incentiveId_ROLE26	2216	1970-07-31	PPO	Y	LUCK	LAN	3184	3192	416											2014-11-04	2014-11-04	abcd	FJUT	1037YH184	abcd	Y	Y	E	2014-12-04	1784	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER185	Lenora	Bermel	#93539	OLD SHORE ROAD 85	arizona	AZ	OTHER	85001	en_US	M	1991-12-24	1037	ET10	1037FE185	1037FE185	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT584				LG91084	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW295	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	2	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	2	1970-07-31	PPO	Y	LUCK	LAN	3185	3193	417											2014-11-04	2014-11-04	abcd	FJUT	1037YH185	abcd	Y	Y	E	2014-12-04	1785	CHRA1RNCHILD1Y	FTE	You Only
TEST_1037_BIM_USER186	Lenore	Bermeo	#93540	OLD SHORE ROAD 86	arizona	AZ	OTHER	85001	en_US	F	1991-12-25	1037	ET10	1037FE186	1037FE186	01	subClientId	9781236789	abc@gmail.com	abc@gmail.com	xyz@gmail.com	TT585				LG91085	abcd		1999-12-29	2018-12-23	Y	Postal	Y	ACTIVE	EW296	1999-12-23	abcd	abcd	abcd	abcd	abcd	abcd	Subscriber	abcd	abcd	2014-12-19	yourhealth@evivehealth.com	99	/images/logos/103_program.png	myevive.com/reminder?rid=	questions@evivehealth.com	Evive Health	abcd	abcd	461	CPMO	Ada County			01	OPTED_IN	EV115	role27	incentiveId_ROLE27	461	1970-07-31	PPO	Y	LUCK	LAN	3186	3194	418											2014-11-04	2014-11-04	abcd	FJUT	1037YH186	abcd	Y	Y	E	2014-12-04	1786	CHRA1RNCHILD1Y	FTE	You Only
